PrintPol,GlycType,Valency,GlycSpace,PolSpace,GlycDen,MVF,DP,MVF_orig,Status,Experiment,Self-model,Cross-model,MVF_norm
10.0,2-3 SiaLac,60.0,2.5,0.048,2.885,1493.2409012131716,150.0,4308.0,Conserved,Binder,Binder,Binder,0.36733035710654904
10.0,2-3 SiaLac,60.0,2.5,0.047,2.84,1244.3661971830986,150.0,3534.0,Conserved,Binder,Binder,Binder,0.30602073630411764
10.0,2-3 SiaLac,60.0,2.5,0.062,3.744,1003.7393162393162,150.0,3758.0,Conserved,Binder,Binder,Binder,0.24674294476226435
10.0,2-3 SiaLac,60.0,2.5,0.061,3.688,1062.63557483731,150.0,3919.0,Conserved,Binder,Binder,Binder,0.2612518812787237
10.0,2-3 SiaLac,116.0,1.72,0.099,11.473,395.8859932014294,200.0,4542.0,Conserved,Binder,Binder,Binder,0.0969998968129338
10.0,2-3 SiaLac,116.0,1.72,0.092,10.698,447.5602916432978,200.0,4788.0,Conserved,Binder,Binder,Binder,0.10972972267068669
10.0,2-3 SiaLac,116.0,1.72,0.1,11.623,434.91353351114174,200.0,5055.0,Conserved,Binder,Binder,Binder,0.10661422747207117
10.0,2-3 SiaLac,116.0,1.72,0.092,10.625,404.98823529411766,200.0,4303.0,Conserved,Binder,Binder,Binder,0.09924220992116843
10.0,2-3 SiaLac,116.0,1.72,0.09,10.459,427.0962807151736,200.0,4467.0,Conserved,Binder,Binder,Binder,0.1046884680562824
10.0,2-3 SiaLac,116.0,1.72,0.079,9.182,476.58462208669135,200.0,4376.0,Conserved,Binder,Binder,Binder,0.11687978920904368
10.0,2-3 SiaLac,147.0,2.04,0.113,16.68,213.1294964028777,300.0,3555.0,Others,Binder,Non-binder,Binder,0.051978320347106886
10.0,2-3 SiaLac,147.0,2.04,0.084,12.379,247.11204459164716,300.0,3059.0,Others,Binder,Non-binder,Binder,0.06034983062764569
10.0,2-3 SiaLac,147.0,2.04,0.113,16.591,160.32788861430896,300.0,2660.0,Lost in egg,Non-binder,Non-binder,Binder,0.038970784832831874
10.0,2-3 SiaLac,147.0,2.04,0.079,11.564,261.0688343133864,300.0,3019.0,Others,Binder,Non-binder,Binder,0.06378804862088822
10.0,2-3 SiaLac,147.0,2.04,0.087,12.742,204.75592528645424,300.0,2609.0,Lost in egg,Non-binder,Non-binder,Binder,0.04991551339406244
10.0,2-3 SiaLac,147.0,2.04,0.086,12.614,258.6015538290788,300.0,3262.0,Others,Binder,Non-binder,Binder,0.06318024064178616
1.0,2-6 SiaLac,62.0,2.44,0.027,1.651,682.6165960024227,150.0,1127.0,Conserved,Binder,Binder,Binder,0.16763521750047647
1.0,2-6 SiaLac,62.0,2.44,0.023,1.434,209.9023709902371,150.0,301.0,Conserved,Binder,Binder,Binder,0.051183326592711596
1.0,2-6 SiaLac,62.0,2.44,0.025,1.535,568.0781758957655,150.0,872.0,Conserved,Binder,Binder,Binder,0.13941898262270364
1.0,2-6 SiaLac,62.0,2.44,0.025,1.558,520.5391527599486,150.0,811.0,Conserved,Binder,Binder,Binder,0.12770787082797996
1.0,2-6 SiaLac,62.0,2.44,0.027,1.635,462.38532110091745,150.0,756.0,Conserved,Binder,Binder,Binder,0.11338182921150133
1.0,2-6 SiaLac,110.0,1.82,0.039,4.311,91.39410809556948,200.0,394.0,Others,Non-binder,Binder,Binder,0.021989131512327027
1.0,2-6 SiaLac,110.0,1.82,0.041,4.538,87.9241956809167,200.0,399.0,Others,Non-binder,Binder,Binder,0.02113432782631519
1.0,2-6 SiaLac,110.0,1.82,0.038,4.165,160.62424969987995,200.0,669.0,Others,Non-binder,Binder,Binder,0.03904379259731226
1.0,2-6 SiaLac,110.0,1.82,0.046,5.013,68.62158388190704,200.0,344.0,Others,Non-binder,Binder,Binder,0.016379180795579523
1.0,2-6 SiaLac,110.0,1.82,0.041,4.503,35.97601598934044,200.0,162.0,Others,Non-binder,Binder,Binder,0.008337032051802667
1.0,2-6 SiaLac,110.0,1.82,0.04,4.346,37.96594569719282,200.0,165.0,Others,Non-binder,Binder,Binder,0.008827245937892034
1.0,2-6 SiaLac,120.0,2.5,0.019,2.231,177.49887942626626,300.0,396.0,Others,Non-binder,Binder,Binder,0.04320081270804705
1.0,2-6 SiaLac,120.0,2.5,0.018,2.21,204.97737556561086,300.0,453.0,Others,Non-binder,Binder,Binder,0.049970067080804516
1.0,2-6 SiaLac,120.0,2.5,0.019,2.313,41.07220060527453,300.0,95.0,Others,Non-binder,Binder,Binder,0.009592463565261541
1.0,2-6 SiaLac,120.0,2.5,0.019,2.231,450.47064096817576,300.0,1005.0,Conserved,Binder,Binder,Binder,0.11044667947915895
1.0,2-6 SiaLac,120.0,2.5,0.021,2.461,214.54693214140593,300.0,528.0,Conserved,Binder,Binder,Binder,0.05232750186790331
1.0,2-6 SiaLac,120.0,2.5,0.02,2.44,267.21311475409834,300.0,652.0,Conserved,Binder,Binder,Binder,0.06530167575061983
5.0,2-6 SiaLac,62.0,2.44,0.058,3.567,221.47462853938885,150.0,790.0,Others,Binder,Non-binder,Binder,0.054034121433158035
5.0,2-6 SiaLac,62.0,2.44,0.058,3.567,252.59321558732827,150.0,901.0,Others,Binder,Non-binder,Binder,0.061700102510873676
5.0,2-6 SiaLac,62.0,2.44,0.058,3.594,212.02003338898163,150.0,762.0,Others,Binder,Non-binder,Binder,0.05170500708716195
5.0,2-6 SiaLac,62.0,2.44,0.05,3.068,139.83050847457628,150.0,429.0,Lost in egg,Non-binder,Non-binder,Binder,0.033921309801980826
5.0,2-6 SiaLac,62.0,2.44,0.045,2.772,172.7994227994228,150.0,479.0,Lost in egg,Non-binder,Non-binder,Binder,0.04204311407856147
5.0,2-6 SiaLac,62.0,2.44,0.044,2.679,313.5498320268757,150.0,840.0,Others,Binder,Non-binder,Binder,0.07671660269667126
5.0,2-6 SiaLac,110.0,1.82,0.1,11.043,105.04391922484832,200.0,1160.0,Lost in egg,Non-binder,Non-binder,Binder,0.02535172614653208
5.0,2-6 SiaLac,110.0,1.82,0.092,10.144,111.10015772870662,200.0,1127.0,Lost in egg,Non-binder,Non-binder,Binder,0.026843664379498373
5.0,2-6 SiaLac,110.0,1.82,0.092,10.128,129.83807266982623,200.0,1315.0,Lost in egg,Non-binder,Non-binder,Binder,0.031459699842586016
5.0,2-6 SiaLac,110.0,1.82,0.083,9.082,95.57366218894516,200.0,868.0,Lost in egg,Non-binder,Non-binder,Binder,0.023018753536737952
5.0,2-6 SiaLac,110.0,1.82,0.08,8.756,106.3270899954317,200.0,931.0,Lost in egg,Non-binder,Non-binder,Binder,0.02566783184990531
5.0,2-6 SiaLac,110.0,1.82,0.068,7.51,133.15579227696406,200.0,1000.0,Lost in egg,Non-binder,Non-binder,Binder,0.032277011235622696
5.0,2-6 SiaLac,120.0,2.5,0.038,4.567,107.7293628202321,300.0,492.0,Lost in egg,Non-binder,Non-binder,Binder,0.026013278027270437
5.0,2-6 SiaLac,120.0,2.5,0.045,5.422,82.62633714496496,300.0,448.0,Lost in egg,Non-binder,Non-binder,Binder,0.019829214479541
5.0,2-6 SiaLac,120.0,2.5,0.046,5.547,32.81052821344871,300.0,182.0,Lost in egg,Non-binder,Non-binder,Binder,0.0075572225651334155
5.0,2-6 SiaLac,120.0,2.5,0.034,4.129,53.03947687091306,300.0,219.0,Lost in egg,Non-binder,Non-binder,Binder,0.012540570214925611
5.0,2-6 SiaLac,120.0,2.5,0.039,4.692,84.18584825234441,300.0,395.0,Lost in egg,Non-binder,Non-binder,Binder,0.02021339588923164
5.0,2-6 SiaLac,120.0,2.5,0.031,3.771,99.97348183505702,300.0,377.0,Lost in egg,Non-binder,Non-binder,Binder,0.024102637393691166
10.0,2-6 SiaLac,62.0,2.44,0.042,2.613,214.69575200918484,150.0,561.0,Others,Binder,Non-binder,Binder,0.05236416324615367
10.0,2-6 SiaLac,62.0,2.44,0.054,3.329,136.07689996996095,150.0,453.0,Lost in egg,Non-binder,Non-binder,Binder,0.032996618339440946
10.0,2-6 SiaLac,62.0,2.44,0.05,3.103,128.90750886239124,150.0,400.0,Lost in egg,Non-binder,Non-binder,Binder,0.031230457925900852
10.0,2-6 SiaLac,62.0,2.44,0.039,2.395,413.36116910229646,150.0,990.0,Others,Binder,Non-binder,Binder,0.1013048598750234
10.0,2-6 SiaLac,62.0,2.44,0.034,2.124,474.57627118644064,150.0,1008.0,Others,Binder,Non-binder,Binder,0.1163850373112465
10.0,2-6 SiaLac,62.0,2.44,0.038,2.327,565.1052857756769,150.0,1315.0,Others,Binder,Non-binder,Binder,0.13868661905582258
10.0,2-6 SiaLac,110.0,1.82,0.088,9.632,89.38953488372093,200.0,861.0,Lost in egg,Non-binder,Non-binder,Binder,0.021495310238011035
10.0,2-6 SiaLac,110.0,1.82,0.078,8.534,106.63229435200374,200.0,910.0,Lost in egg,Non-binder,Non-binder,Binder,0.02574301813065492
10.0,2-6 SiaLac,110.0,1.82,0.091,10.014,97.563411224286,200.0,977.0,Lost in egg,Non-binder,Non-binder,Binder,0.02350892291463507
10.0,2-6 SiaLac,110.0,1.82,0.076,8.391,145.0363484685973,200.0,1217.0,Lost in egg,Non-binder,Non-binder,Binder,0.03520375462591518
10.0,2-6 SiaLac,110.0,1.82,0.081,8.899,125.74446567030004,200.0,1119.0,Lost in egg,Non-binder,Non-binder,Binder,0.030451250655943073
10.0,2-6 SiaLac,110.0,1.82,0.083,9.131,121.23535209725112,200.0,1107.0,Lost in egg,Non-binder,Non-binder,Binder,0.02934044253104292
10.0,2-6 SiaLac,120.0,2.5,0.041,4.977,88.20574643359453,300.0,439.0,Lost in egg,Non-binder,Non-binder,Binder,0.0212036871047143
10.0,2-6 SiaLac,120.0,2.5,0.039,4.724,101.60880609652835,300.0,480.0,Lost in egg,Non-binder,Non-binder,Binder,0.02450549517206831
10.0,2-6 SiaLac,120.0,2.5,0.053,6.338,115.65162511833385,300.0,733.0,Lost in egg,Non-binder,Non-binder,Binder,0.027964906254361474
10.0,2-6 SiaLac,120.0,2.5,0.045,5.341,114.58528365474629,300.0,612.0,Lost in egg,Non-binder,Non-binder,Binder,0.027702215873540114
10.0,2-6 SiaLac,120.0,2.5,0.039,4.646,121.82522600086095,300.0,566.0,Lost in egg,Non-binder,Non-binder,Binder,0.029485756396879597
10.0,2-6 SiaLac,120.0,2.5,0.042,5.05,99.60396039603961,300.0,503.0,Lost in egg,Non-binder,Non-binder,Binder,0.024011606770901202
1.0,2-3 SiaLac,60.0,2.5,0.022,1.329,1066.9676448457487,150.0,1418.0,Conserved,Binder,Binder,Binder,0.26231907519279407
1.0,2-3 SiaLac,60.0,2.5,0.025,1.488,1901.2096774193549,150.0,2829.0,Conserved,Binder,Binder,Binder,0.46783237906138253
1.0,2-3 SiaLac,60.0,2.5,0.027,1.62,1974.6913580246912,150.0,3199.0,Conserved,Binder,Binder,Binder,0.4859343954611456
1.0,2-3 SiaLac,60.0,2.5,0.026,1.581,2278.304870335231,150.0,3602.0,Conserved,Binder,Binder,Binder,0.5607287759619628
1.0,2-3 SiaLac,60.0,2.5,0.031,1.837,2064.235166031573,150.0,3792.0,Conserved,Binder,Binder,Binder,0.507993274186901
1.0,2-3 SiaLac,60.0,2.5,0.024,1.436,2194.9860724233986,150.0,3152.0,Conserved,Binder,Binder,Binder,0.5402034119013727
1.0,2-3 SiaLac,116.0,1.72,0.042,4.869,632.3680427192443,200.0,3079.0,Conserved,Binder,Binder,Binder,0.1552566201670561
1.0,2-3 SiaLac,116.0,1.72,0.037,4.25,857.6470588235294,200.0,3645.0,Conserved,Binder,Binder,Binder,0.21075350606362195
1.0,2-3 SiaLac,116.0,1.72,0.04,4.583,776.3473707178704,200.0,3558.0,Conserved,Binder,Binder,Binder,0.19072554432866157
1.0,2-3 SiaLac,116.0,1.72,0.043,4.948,712.6111560226353,200.0,3526.0,Conserved,Binder,Binder,Binder,0.17502429751221116
1.0,2-3 SiaLac,116.0,1.72,0.045,5.167,696.5357073737179,200.0,3599.0,Conserved,Binder,Binder,Binder,0.17106415353239152
1.0,2-3 SiaLac,116.0,1.72,0.044,5.068,755.5248618784531,200.0,3829.0,Conserved,Binder,Binder,Binder,0.18559597470817618
1.0,2-3 SiaLac,147.0,2.04,0.007,0.994,3169.0140845070423,300.0,3150.0,Conserved,Binder,Binder,Binder,0.7801526196946174
1.0,2-3 SiaLac,147.0,2.04,0.006,0.884,3803.1674208144796,300.0,3362.0,Conserved,Binder,Binder,Binder,0.9363746058989993
1.0,2-3 SiaLac,147.0,2.04,0.008,1.112,3060.2517985611507,300.0,3403.0,Conserved,Binder,Binder,Binder,0.7533593200905625
1.0,2-3 SiaLac,147.0,2.04,0.007,0.976,3384.22131147541,300.0,3303.0,Conserved,Binder,Binder,Binder,0.8331683471499037
1.0,2-3 SiaLac,147.0,2.04,0.009,1.291,2929.512006196747,300.0,3782.0,Conserved,Binder,Binder,Binder,0.7211519202871592
1.0,2-3 SiaLac,147.0,2.04,0.009,1.291,3039.504260263362,300.0,3924.0,Conserved,Binder,Binder,Binder,0.7482482192634264
5.0,2-3 SiaLac,60.0,2.5,0.061,3.688,1043.9262472885032,150.0,3850.0,Conserved,Binder,Binder,Binder,0.25664288824362913
5.0,2-3 SiaLac,60.0,2.5,0.082,4.945,768.6552072800808,150.0,3801.0,Conserved,Binder,Binder,Binder,0.1888306003432567
5.0,2-3 SiaLac,60.0,2.5,0.058,3.49,945.5587392550143,150.0,3300.0,Conserved,Binder,Binder,Binder,0.23241031450610466
5.0,2-3 SiaLac,60.0,2.5,0.065,3.886,831.7035512094699,150.0,3232.0,Conserved,Binder,Binder,Binder,0.20436239202773834
5.0,2-3 SiaLac,60.0,2.5,0.049,2.953,1147.3078225533357,150.0,3388.0,Conserved,Binder,Binder,Binder,0.28211066409552527
5.0,2-3 SiaLac,60.0,2.5,0.051,3.066,1126.549249836921,150.0,3454.0,Conserved,Binder,Binder,Binder,0.2769968449687357
5.0,2-3 SiaLac,116.0,1.72,0.096,11.106,451.2875922924545,200.0,5012.0,Conserved,Binder,Binder,Binder,0.11064793326306913
5.0,2-3 SiaLac,116.0,1.72,0.088,10.219,453.2733144143263,200.0,4632.0,Conserved,Binder,Binder,Binder,0.11113711062155329
5.0,2-3 SiaLac,116.0,1.72,0.093,10.811,372.675978170382,200.0,4029.0,Conserved,Binder,Binder,Binder,0.09128217139797841
5.0,2-3 SiaLac,116.0,1.72,0.072,8.406,442.89793004996426,200.0,3723.0,Conserved,Binder,Binder,Binder,0.10858116230395469
5.0,2-3 SiaLac,116.0,1.72,0.076,8.851,414.52943170263245,200.0,3669.0,Conserved,Binder,Binder,Binder,0.10159265825655601
5.0,2-3 SiaLac,116.0,1.72,0.064,7.425,547.6094276094276,200.0,4066.0,Conserved,Binder,Binder,Binder,0.13437656097271483
5.0,2-3 SiaLac,147.0,2.04,0.019,2.78,1493.1654676258993,300.0,4151.0,Conserved,Binder,Binder,Binder,0.36731177424313805
5.0,2-3 SiaLac,147.0,2.04,0.018,2.701,1416.8826360607181,300.0,3827.0,Conserved,Binder,Binder,Binder,0.3485197017614291
5.0,2-3 SiaLac,147.0,2.04,0.019,2.84,1298.5915492957747,300.0,3688.0,Conserved,Binder,Binder,Binder,0.31937900744245223
5.0,2-3 SiaLac,147.0,2.04,0.037,5.401,646.1766339566747,300.0,3490.0,Conserved,Binder,Binder,Binder,0.15865832985821193
5.0,2-3 SiaLac,147.0,2.04,0.016,2.403,1503.953391593841,300.0,3614.0,Conserved,Binder,Binder,Binder,0.36996935059384684
5.0,2-3 SiaLac,147.0,2.04,0.016,2.302,1514.3353605560383,300.0,3486.0,Conserved,Binder,Binder,Binder,0.3725269210095931
10.0,2-3 SiaLac,60.0,2.5,0.044,2.634,1637.4335611237661,150.0,4313.0,Conserved,Binder,Binder,Binder,0.40285183501675187
10.0,2-3 SiaLac,60.0,2.5,0.049,2.953,1416.5255672197766,150.0,4183.0,Conserved,Binder,Binder,Binder,0.34843173880302475
10.0,2-3 SiaLac,60.0,2.5,0.052,3.122,1267.4567584881486,150.0,3957.0,Conserved,Binder,Binder,Binder,0.3117090346116742
10.0,2-3 SiaLac,60.0,2.5,0.054,3.227,1004.9581654787729,150.0,3243.0,Conserved,Binder,Binder,Binder,0.24704320502767643
10.0,2-3 SiaLac,60.0,2.5,0.052,3.095,1105.0080775444264,150.0,3420.0,Conserved,Binder,Binder,Binder,0.27169023451975616
10.0,2-3 SiaLac,60.0,2.5,0.047,2.792,1308.0229226361032,150.0,3652.0,Conserved,Binder,Binder,Binder,0.32170240115735477
10.0,2-3 SiaLac,116.0,1.72,0.102,11.808,330.87737127371275,200.0,3907.0,Conserved,Binder,Binder,Binder,0.08098519586206768
10.0,2-3 SiaLac,116.0,1.72,0.107,12.455,363.2276194299478,200.0,4524.0,Conserved,Binder,Binder,Binder,0.08895459337497708
10.0,2-3 SiaLac,116.0,1.72,0.092,10.663,314.92075400919066,200.0,3358.0,Conserved,Binder,Binder,Binder,0.07705432567744994
10.0,2-3 SiaLac,116.0,1.72,0.105,12.179,241.4812381968963,200.0,2941.0,Conserved,Binder,Binder,Binder,0.05896269646220489
10.0,2-3 SiaLac,116.0,1.72,0.093,10.755,345.97861459786145,200.0,3721.0,Conserved,Binder,Binder,Binder,0.08470534695358611
10.0,2-3 SiaLac,116.0,1.72,0.091,10.607,341.09550296973697,200.0,3618.0,Conserved,Binder,Binder,Binder,0.08350240540344739
10.0,2-3 SiaLac,147.0,2.04,0.073,10.772,310.8986260675826,300.0,3349.0,Others,Binder,Non-binder,Binder,0.07606348516643899
10.0,2-3 SiaLac,147.0,2.04,0.091,13.305,258.9252160841789,300.0,3445.0,Others,Binder,Non-binder,Binder,0.06325997397670094
10.0,2-3 SiaLac,147.0,2.04,0.157,23.075,112.93607800650055,300.0,2606.0,Lost in egg,Non-binder,Non-binder,Binder,0.027295938452485072
10.0,2-3 SiaLac,147.0,2.04,0.138,20.316,78.36188226028746,300.0,1592.0,Lost in egg,Non-binder,Non-binder,Binder,0.018778677371209324
10.0,2-3 SiaLac,147.0,2.04,0.099,14.565,202.19704771713012,300.0,2945.0,Lost in egg,Non-binder,Non-binder,Binder,0.04928514071690939
10.0,2-3 SiaLac,147.0,2.04,0.221,32.456,63.84027606605866,300.0,2072.0,Lost in egg,Non-binder,Non-binder,Binder,0.015201318343580607
1.0,2-6 SiaLac,62.0,2.44,0.023,1.39,1251.7985611510792,150.0,1740.0,Conserved,Binder,Binder,Binder,0.26366264453217053
1.0,2-6 SiaLac,62.0,2.44,0.023,1.419,1288.2311486962649,150.0,1828.0,Conserved,Binder,Binder,Binder,0.2713770384114502
1.0,2-6 SiaLac,62.0,2.44,0.022,1.361,1160.9110947832476,150.0,1580.0,Conserved,Binder,Binder,Binder,0.2444177387625311
1.0,2-6 SiaLac,62.0,2.44,0.023,1.419,958.4214235377026,150.0,1360.0,Conserved,Binder,Binder,Binder,0.20154169877397407
1.0,2-6 SiaLac,62.0,2.44,0.023,1.405,854.8042704626334,150.0,1201.0,Conserved,Binder,Binder,Binder,0.17960135400764887
1.0,2-6 SiaLac,62.0,2.44,0.024,1.464,647.5409836065573,150.0,948.0,Conserved,Binder,Binder,Binder,0.13571452797480546
1.0,2-6 SiaLac,110.0,1.82,0.045,4.941,228.90103217972072,200.0,1131.0,Others,Non-binder,Binder,Binder,0.0470698914964422
1.0,2-6 SiaLac,110.0,1.82,0.044,4.871,281.46171217409153,200.0,1371.0,Conserved,Binder,Binder,Binder,0.05819931752297577
1.0,2-6 SiaLac,110.0,1.82,0.047,5.201,246.6833301288214,200.0,1283.0,Conserved,Binder,Binder,Binder,0.050835192280745053
1.0,2-6 SiaLac,110.0,1.82,0.043,4.784,178.09364548494983,200.0,852.0,Others,Non-binder,Binder,Binder,0.036311715386819994
1.0,2-6 SiaLac,110.0,1.82,0.044,4.801,245.57383878358675,200.0,1179.0,Conserved,Binder,Binder,Binder,0.05060026377800896
1.0,2-6 SiaLac,110.0,1.82,0.047,5.164,205.07358636715725,200.0,1059.0,Others,Non-binder,Binder,Binder,0.042024564921508946
1.0,2-6 SiaLac,120.0,2.5,0.019,2.294,654.3156059285092,300.0,1501.0,Conserved,Binder,Binder,Binder,0.13714901584668882
1.0,2-6 SiaLac,120.0,2.5,0.019,2.313,604.842196281885,300.0,1399.0,Conserved,Binder,Binder,Binder,0.12667330181480288
1.0,2-6 SiaLac,120.0,2.5,0.019,2.236,588.1037567084078,300.0,1315.0,Conserved,Binder,Binder,Binder,0.123129032123989
1.0,2-6 SiaLac,120.0,2.5,0.018,2.197,540.2822030040965,300.0,1187.0,Conserved,Binder,Binder,Binder,0.11300308922364913
1.0,2-6 SiaLac,120.0,2.5,0.018,2.197,634.9567592171143,300.0,1395.0,Conserved,Binder,Binder,Binder,0.1330498897992985
1.0,2-6 SiaLac,120.0,2.5,0.019,2.294,622.0575414123801,300.0,1427.0,Conserved,Binder,Binder,Binder,0.13031855355377603
5.0,2-6 SiaLac,62.0,2.44,0.058,3.567,331.3708999158957,150.0,1182.0,Others,Binder,Non-binder,Binder,0.06876730509612501
5.0,2-6 SiaLac,62.0,2.44,0.06,3.66,426.5027322404371,150.0,1561.0,Others,Binder,Non-binder,Binder,0.08891093129612795
5.0,2-6 SiaLac,62.0,2.44,0.062,3.831,285.5651265987993,150.0,1094.0,Others,Binder,Non-binder,Binder,0.05906819226548075
5.0,2-6 SiaLac,62.0,2.44,0.048,2.969,426.7430111148535,150.0,1267.0,Others,Binder,Non-binder,Binder,0.08896180898566397
5.0,2-6 SiaLac,62.0,2.44,0.052,3.193,306.295020357031,150.0,978.0,Others,Binder,Non-binder,Binder,0.06345762975268313
5.0,2-6 SiaLac,62.0,2.44,0.067,4.149,216.43769583032056,150.0,898.0,Lost in egg,Non-binder,Non-binder,Binder,0.04443085067810972
5.0,2-6 SiaLac,110.0,1.82,0.095,10.487,147.32525984552302,200.0,1545.0,Lost in egg,Non-binder,Non-binder,Binder,0.02979668415117897
5.0,2-6 SiaLac,110.0,1.82,0.098,10.749,208.2984463671039,200.0,2239.0,Lost in egg,Non-binder,Non-binder,Binder,0.04270741074502525
5.0,2-6 SiaLac,110.0,1.82,0.098,10.781,154.53111956219274,200.0,1666.0,Lost in egg,Non-binder,Non-binder,Binder,0.03132248409674365
5.0,2-6 SiaLac,110.0,1.82,0.099,10.912,162.6649560117302,200.0,1775.0,Lost in egg,Non-binder,Non-binder,Binder,0.033044777854867494
5.0,2-6 SiaLac,110.0,1.82,0.082,9.001,142.7619153427397,200.0,1285.0,Lost in egg,Non-binder,Non-binder,Binder,0.02883042182194817
5.0,2-6 SiaLac,110.0,1.82,0.11,12.091,130.84112149532712,200.0,1582.0,Lost in egg,Non-binder,Non-binder,Binder,0.02630626130278168
5.0,2-6 SiaLac,120.0,2.5,0.037,4.491,367.6241371632153,300.0,1651.0,Others,Binder,Non-binder,Binder,0.07644372256655399
5.0,2-6 SiaLac,120.0,2.5,0.04,4.743,330.17077798861476,300.0,1566.0,Others,Binder,Non-binder,Binder,0.06851318608141811
5.0,2-6 SiaLac,120.0,2.5,0.038,4.609,262.3128661314819,300.0,1209.0,Others,Binder,Non-binder,Binder,0.0541446579267238
5.0,2-6 SiaLac,120.0,2.5,0.038,4.546,318.08183018037835,300.0,1446.0,Others,Binder,Non-binder,Binder,0.06595341991429848
5.0,2-6 SiaLac,120.0,2.5,0.034,4.046,235.54127533366287,300.0,953.0,Lost in egg,Non-binder,Non-binder,Binder,0.0484759253412842
5.0,2-6 SiaLac,120.0,2.5,0.033,3.946,280.2838317283325,300.0,1106.0,Others,Binder,Non-binder,Binder,0.05794990801589595
10.0,2-6 SiaLac,62.0,2.44,0.061,3.759,469.2737430167598,150.0,1764.0,Others,Binder,Non-binder,Binder,0.09796745036258854
10.0,2-6 SiaLac,62.0,2.44,0.071,4.386,310.9895120839033,150.0,1364.0,Others,Binder,Non-binder,Binder,0.0644516617631517
10.0,2-6 SiaLac,62.0,2.44,0.058,3.58,284.91620111731845,150.0,1020.0,Others,Binder,Non-binder,Binder,0.05893078597348363
10.0,2-6 SiaLac,62.0,2.44,0.064,3.957,273.94490775840285,150.0,1084.0,Others,Binder,Non-binder,Binder,0.05660767680011435
10.0,2-6 SiaLac,62.0,2.44,0.064,3.973,285.67832871885224,150.0,1135.0,Others,Binder,Non-binder,Binder,0.05909216217266824
10.0,2-6 SiaLac,62.0,2.44,0.069,4.302,165.50441655044168,150.0,712.0,Lost in egg,Non-binder,Non-binder,Binder,0.033646017527265856
10.0,2-6 SiaLac,110.0,1.82,0.126,13.82,135.16642547033285,200.0,1868.0,Lost in egg,Non-binder,Non-binder,Binder,0.027222119899688216
10.0,2-6 SiaLac,110.0,1.82,0.125,13.803,99.90581757588929,200.0,1379.0,Lost in egg,Non-binder,Non-binder,Binder,0.01975588606759465
10.0,2-6 SiaLac,110.0,1.82,0.125,13.771,117.63851572144361,200.0,1620.0,Lost in egg,Non-binder,Non-binder,Binder,0.02351068437467386
10.0,2-6 SiaLac,110.0,1.82,0.125,13.705,115.28639182780007,200.0,1580.0,Lost in egg,Non-binder,Non-binder,Binder,0.023012635474196328
10.0,2-6 SiaLac,110.0,1.82,0.127,13.918,94.84121281793361,200.0,1320.0,Lost in egg,Non-binder,Non-binder,Binder,0.01868348472093524
10.0,2-6 SiaLac,110.0,1.82,0.137,15.105,88.97715988083417,200.0,1344.0,Lost in egg,Non-binder,Non-binder,Binder,0.017441804754349668
10.0,2-6 SiaLac,120.0,2.5,0.051,6.065,208.2440230832646,300.0,1263.0,Lost in egg,Non-binder,Non-binder,Binder,0.04269588692319351
10.0,2-6 SiaLac,120.0,2.5,0.061,7.29,154.04663923182443,300.0,1123.0,Lost in egg,Non-binder,Non-binder,Binder,0.031219898133268253
10.0,2-6 SiaLac,120.0,2.5,0.061,7.31,244.04924760601918,300.0,1784.0,Others,Binder,Non-binder,Binder,0.050277440238943996
10.0,2-6 SiaLac,120.0,2.5,0.056,6.726,121.02289622360988,300.0,814.0,Lost in egg,Non-binder,Non-binder,Binder,0.024227307760226253
10.0,2-6 SiaLac,120.0,2.5,0.056,6.687,92.4181247196052,300.0,618.0,Lost in egg,Non-binder,Non-binder,Binder,0.018170409552406064
10.0,2-6 SiaLac,120.0,2.5,0.053,6.376,169.69887076537012,300.0,1082.0,Lost in egg,Non-binder,Non-binder,Binder,0.0345341694292528
1.0,2-3 SiaLac,60.0,2.5,0.028,1.699,2347.8516774573277,150.0,3989.0,Conserved,Binder,Binder,Binder,0.49574567847291134
1.0,2-3 SiaLac,60.0,2.5,0.028,1.66,2358.4337349397592,150.0,3915.0,Conserved,Binder,Binder,Binder,0.49798636915598204
1.0,2-3 SiaLac,60.0,2.5,0.024,1.44,2855.5555555555557,150.0,4112.0,Conserved,Binder,Binder,Binder,0.6032490965276929
1.0,2-3 SiaLac,60.0,2.5,0.027,1.607,2651.524579962663,150.0,4261.0,Conserved,Binder,Binder,Binder,0.5600466940811156
1.0,2-3 SiaLac,60.0,2.5,0.026,1.554,2785.070785070785,150.0,4328.0,Conserved,Binder,Binder,Binder,0.5883243459500469
1.0,2-3 SiaLac,60.0,2.5,0.029,1.752,2871.5753424657532,150.0,5031.0,Conserved,Binder,Binder,Binder,0.6066411955910416
1.0,2-3 SiaLac,116.0,1.72,0.047,5.405,825.1618871415355,200.0,4460.0,Conserved,Binder,Binder,Binder,0.17332474737969727
1.0,2-3 SiaLac,116.0,1.72,0.043,4.934,807.8638021888934,200.0,3986.0,Conserved,Binder,Binder,Binder,0.1696619759524299
1.0,2-3 SiaLac,116.0,1.72,0.042,4.915,1049.8474059003051,200.0,5160.0,Conserved,Binder,Binder,Binder,0.22090063225270232
