



,,,,,,,,,,,,Block 2,,,,,,,,,,,,,,,,,Block 3,,,,,,,,,,,,,,,,,Block 10,,,,,,,,,,,,,,,,,Block 11,,
,,,,,,,2530,9167,605000,140,15386,0.596,39.321,451,,,,,,,,,,2527,9156,604283,135,14306.625,0.640,42.238,622,,,,,,,,,,2937,10641,702326,130,13266.5,0.802,52.940,784,,,,,,,,,,2839,10286,678891,130,13266.5,0.775,51.173,821
,,,,,,,2573,9322,615283,140,15386,0.606,39.990,536,,,,,,,,,,2579,9344,616717,140,15386,0.607,40.083,639,,,,,,,,,,2880,10435,688696,130,13266.5,0.787,51.912,767,,,,,,,,,,2768,10029,661913,130,13266.5,0.756,49.894,914
,,,,,,,2573,9322,615283,135,14306.625,0.652,43.007,519,,,,,,,,,,2598,9413,621261,140,15386,0.612,40.378,576,,,,,,,,,,2917,10569,697543,130,13266.5,0.797,52.579,813,,,,,,,,,,2727,9880,652109,130,13266.5,0.745,49.155,880
,,,,,,,2638,9558,630826,135,14306.625,0.668,44.093,575,,,,,,,,,,2573,9322,615283,140,15386,0.606,39.990,675,,,,,,,,,,2847,10315,680804,130,13266.5,0.778,51.318,654,,,,,,,,,,2675,9692,639674,130,13266.5,0.731,48.217,771
,,200,0.57,114,1.75,0.408,2680,6569,748824,145,16504.625,0.398,45.371,146,,,,,200,0.57,114,1.75,0.408,2801,6865,782632,140,15386,0.446,50.867,713,,,,,200,0.57,114,1.75,0.408,2979,7301,832368,135,14306.625,0.510,58.181,584,,,,,200,0.57,114,1.75,0.408,2983,7311,833485,135,14306.625,0.511,58.259,542
,,,,,,,2748,6735,767824,140,15386,0.438,49.904,302,,,,,,,,,,2812,6892,785706,140,15386,0.448,51.066,699,,,,,,,,,,3001,7355,838515,130,13266.5,0.554,63.205,611,,,,,,,,,,3018,7397,843265,135,14306.625,0.517,58.942,583
,,,,,,,2738,6711,765029,140,15386,0.436,49.722,372,,,,,,,,,,2819,6909,787662,140,15386,0.449,51.193,639,,,,,,,,,,3050,7475,852206,135,14306.625,0.523,59.567,557,,,,,,,,,,2971,7282,830132,135,14306.625,0.509,58.024,524
,,,,,,,2799,6860,782074,140,15386,0.446,50.830,452,,,,,,,,,,2814,6897,786265,140,15386,0.448,51.103,654,,,,,,,,,,3077,7542,859750,135,14306.625,0.527,60.095,612,,,,,,,,,,2947,7223,823426,135,14306.625,0.505,57.556,559
,,,,,,,2858,7005,798559,140,15386,0.455,51.902,532,,,,,,,,,,2904,7118,811412,140,15386,0.463,52.737,686,,,,,,,,,,3093,7581,864221,130,13266.5,0.571,65.143,666,,,,,,,,,,2912,7137,813647,135,14306.625,0.499,56.872,570
,,,,,,,2951,7233,824544,140,15386,0.470,53.591,437,,,,,,,,,,2924,7167,817000,140,15386,0.466,53.100,670,,,,,,,,,,2972,7284,830412,140,15386,0.473,53.972,658,,,,,,,,,,3065,7512,856397,135,14306.625,0.525,59.860,558
,,300,0.52,156,1.92,0.374,2415,6457,1007326,140,15386,0.420,65.470,483,,,,,300,0.52,156,1.92,0.374,2531,6767,1055711,140,15386,0.440,68.615,698,,,,,300,0.52,156,1.92,0.374,2821,7543,1176674,135,14306.625,0.527,82.247,754,,,,,300,0.52,156,1.92,0.374,2895,7741,1207540,125,12265.625,0.631,98.449,816
,,,,,,,2479,6628,1034021,135,14306.625,0.463,72.276,600,,,,,,,,,,2476,6620,1032770,135,14306.625,0.463,72.188,727,,,,,,,,,,2880,7701,1201283,130,13266.5,0.580,90.550,793,,,,,,,,,,2855,7634,1190856,130,13266.5,0.575,89.764,934
,,,,,,,2512,6717,1047786,135,14306.625,0.469,73.238,606,,,,,,,,,,2536,6781,1057797,135,14306.625,0.474,73.938,749,,,,,,,,,,2899,7751,1209209,130,13266.5,0.584,91.148,806,,,,,,,,,,2919,7805,1217551,130,13266.5,0.588,91.776,967
,,,,,,,2483,6639,1035690,140,15386,0.431,67.314,571,,,,,,,,,,2525,6751,1053209,135,14306.625,0.472,73.617,753,,,,,,,,,,2924,7818,1219636,130,13266.5,0.589,91.934,809,,,,,,,,,,2883,7709,1202535,130,13266.5,0.581,90.644,867
,,,,,,,2589,6922,1079904,135,14306.625,0.484,75.483,640,,,,,,,,,,2600,6952,1084492,135,14306.625,0.486,75.803,785,,,,,,,,,,2948,7882,1229647,125,12265.625,0.643,100.251,768,,,,,,,,,,2863,7655,1194193,130,13266.5,0.577,90.016,822
,,,,,,,2588,6920,1079487,135,14306.625,0.484,75.454,602,,,,,,,,,,2640,7059,1101176,135,14306.625,0.493,76.970,732,,,,,,,,,,2854,7631,1190439,130,13266.5,0.575,89.733,739,,,,,,,,,,2700,7219,1126203,130,13266.5,0.544,84.891,647
10,Lac,150,0.44,66,2.27,0.276,1794,6500,429000,135,14306.625,0.454,29.986,593,,,10,Lac,150,0.44,66,2.27,0.276,1874,6790,448130,135,14306.625,0.475,31.323,709,,,10,Lac,150,0.44,66,2.27,0.276,1988,7203,475391,135,14306.625,0.503,33.229,1082,,,10,Lac,150,0.44,66,2.27,0.276,1894,6862,452913,140,15386,0.446,29.437,930
,,,,,,,1823,6605,435935,135,14306.625,0.462,30.471,615,,,,,,,,,,1884,6826,450522,135,14306.625,0.477,31.490,687,,,,,,,,,,1948,7058,465826,135,14306.625,0.493,32.560,919,,,,,,,,,,1937,7018,463196,135,14306.625,0.491,32.376,1023
,,,,,,,1880,6812,449565,135,14306.625,0.476,31.424,719,,,,,,,,,,1809,6554,432587,140,15386,0.426,28.116,749,,,,,,,,,,1936,7014,462957,140,15386,0.456,30.089,750,,,,,,,,,,2020,7319,483043,140,15386,0.476,31.395,1096
,,,,,,,1774,6428,424217,140,15386,0.418,27.572,685,,,,,,,,,,1804,6536,431391,140,15386,0.425,28.038,766,,,,,,,,,,1845,6685,441196,140,15386,0.434,28.675,1069,,,,,,,,,,2111,7649,504804,135,14306.625,0.535,35.285,1194
,,,,,,,1837,6656,439283,140,15386,0.433,28.551,764,,,,,,,,,,1838,6659,439522,140,15386,0.433,28.566,816,,,,,,,,,,1884,6826,450522,140,15386,0.444,29.281,1255,,,,,,,,,,2049,7424,489978,140,15386,0.483,31.846,1238
,,,,,,,1890,6848,451957,135,14306.625,0.479,31.591,779,,,,,,,,,,1916,6942,458174,135,14306.625,0.485,32.025,771,,,,,,,,,,1875,6793,448370,140,15386,0.442,29.141,1689,,,,,,,,,,2155,7808,515326,135,14306.625,0.546,36.020,1444
,,200,0.57,114,1.75,0.408,3107,7615,868132,140,15386,0.495,56.424,578,,,,,200,0.57,114,1.75,0.408,3065,7512,856397,140,15386,0.488,55.661,665,,,,,200,0.57,114,1.75,0.408,3058,7495,854441,145,16504.625,0.454,51.770,593,,,,,200,0.57,114,1.75,0.408,3149,7718,879868,140,15386,0.502,57.186,569
,,,,,,,3129,7669,874279,135,14306.625,0.536,61.110,595,,,,,,,,,,3056,7490,853882,140,15386,0.487,55.497,661,,,,,,,,,,3119,7645,871485,140,15386,0.497,56.641,670,,,,,,,,,,3086,7564,862265,140,15386,0.492,56.042,773
,,,,,,,3198,7838,893559,135,14306.625,0.548,62.458,585,,,,,,,,,,3057,7493,854162,140,15386,0.487,55.516,670,,,,,,,,,,3165,7757,884338,135,14306.625,0.542,61.813,620,,,,,,,,,,3290,8064,919265,140,15386,0.524,59.747,882
,,,,,,,3140,7696,877353,140,15386,0.500,57.023,535,,,,,,,,,,3041,7453,849691,140,15386,0.484,55.225,659,,,,,,,,,,3018,7397,843265,140,15386,0.481,54.807,438,,,,,,,,,,3377,8277,943574,140,15386,0.538,61.327,836
,,,,,,,3285,8051,917868,135,14306.625,0.563,64.157,537,,,,,,,,,,3084,7559,861706,140,15386,0.491,56.006,626,,,,,,,,,,3157,7738,882103,140,15386,0.503,57.332,467,,,,,,,,,,3399,8331,949721,140,15386,0.541,61.726,879
,,,,,,,3391,8311,947485,135,14306.625,0.581,66.227,536,,,,,,,,,,3201,7846,894397,135,14306.625,0.548,62.516,627,,,,,,,,,,3154,7730,881265,140,15386,0.502,57.277,392,,,,,,,,,,3530,8652,986324,140,15386,0.562,64.105,930
,,300,0.52,156,1.92,0.374,4103,10971,1711412,135,14306.625,0.767,119.624,655,,,,,300,0.52,156,1.92,0.374,4014,10733,1674289,140,15386,0.698,108.819,817,,,,,300,0.52,156,1.92,0.374,4324,11561,1803594,135,14306.625,0.808,126.067,850,,,,,300,0.52,156,1.92,0.374,4134,11053,1724342,135,14306.625,0.773,120.528,1169
,,,,,,,3993,10676,1665529,140,15386,0.694,108.250,686,,,,,,,,,,4096,10952,1708492,135,14306.625,0.766,119.420,825,,,,,,,,,,3861,10324,1610471,135,14306.625,0.722,112.568,536,,,,,,,,,,4221,11286,1760631,135,14306.625,0.789,123.064,1000
,,,,,,,4122,11021,1719337,135,14306.625,0.770,120.178,677,,,,,,,,,,4010,10722,1672620,140,15386,0.697,108.711,842,,,,,,,,,,3882,10380,1619230,140,15386,0.675,105.240,654,,,,,,,,,,4303,11505,1794834,135,14306.625,0.804,125.455,1199
,,,,,,,4037,10794,1683882,135,14306.625,0.754,117.699,664,,,,,,,,,,4186,11193,1746032,135,14306.625,0.782,122.044,844,,,,,,,,,,3891,10404,1622984,140,15386,0.676,105.484,578,,,,,,,,,,4343,11612,1811519,140,15386,0.755,117.738,1361
,,,,,,,4038,10797,1684299,135,14306.625,0.755,117.729,677,,,,,,,,,,4134,11053,1724342,140,15386,0.718,112.072,819,,,,,,,,,,3987,10660,1663027,140,15386,0.693,108.087,605,,,,,,,,,,4468,11947,1863658,135,14306.625,0.835,130.265,1455
,,,,,,,4222,11289,1761048,135,14306.625,0.789,123.093,742,,,,,,,,,,4312,11529,1798588,135,14306.625,0.806,125.717,878,,,,,,,,,,3889,10398,1622150,145,16504.625,0.630,98.285,691,,,,,,,,,,4686,12529,1954588,135,14306.625,0.876,136.621,1637
